ID,Income
TEST_0000,0.0
TEST_0001,21.144361265290605
TEST_0002,353.9104239245169
TEST_0003,559.9373286183335
TEST_0004,0.0
TEST_0005,703.4296972606965
TEST_0006,371.3692012755429
TEST_0007,0.0
TEST_0008,0.0
TEST_0009,965.6899091354433
TEST_0010,753.4024678694449
TEST_0011,863.1207645116696
TEST_0012,506.8646025652004
TEST_0013,772.1208495541918
TEST_0014,0.0
TEST_0015,770.4174976959381
TEST_0016,715.4175210671244
TEST_0017,485.87717820484386
TEST_0018,536.0076003725999
TEST_0019,930.7678882474966
TEST_0020,578.8288615821018
TEST_0021,1131.149955910451
TEST_0022,0.0
TEST_0023,675.5849380473798
TEST_0024,0.0
TEST_0025,671.7394905438363
TEST_0026,834.7231187796212
TEST_0027,923.5588006099904
TEST_0028,5.80975042713708
TEST_0029,586.2673058255912
TEST_0030,0.0
TEST_0031,793.7413159623259
TEST_0032,635.2512600734125
TEST_0033,0.0
TEST_0034,947.6958076113693
TEST_0035,0.0
TEST_0036,0.0
TEST_0037,664.3268290481666
TEST_0038,666.5331684530872
TEST_0039,0.0
TEST_0040,543.7008779771941
TEST_0041,1515.2528883587345
TEST_0042,662.056188050867
TEST_0043,977.0820956612615
TEST_0044,800.1040407866739
TEST_0045,1019.7506956797836
TEST_0046,961.4399196929489
TEST_0047,786.7782669701166
TEST_0048,561.1188739471338
TEST_0049,0.0
TEST_0050,86.09190726015896
TEST_0051,395.2563931561921
TEST_0052,452.1359133051038
TEST_0053,673.0674460671821
TEST_0054,490.12982889602506
TEST_0055,630.5924149210133
TEST_0056,673.0289514749159
TEST_0057,0.0
TEST_0058,885.2124527694308
TEST_0059,920.9015127660211
TEST_0060,513.2951156594524
TEST_0061,791.8780470876568
TEST_0062,599.6232960080195
TEST_0063,120.09926154481602
TEST_0064,614.0286720170473
TEST_0065,309.042071712646
TEST_0066,0.0
TEST_0067,632.7064770901821
TEST_0068,815.6849252176838
TEST_0069,940.3144125946658
TEST_0070,0.0
TEST_0071,704.2748528117489
TEST_0072,802.4330589765841
TEST_0073,667.8168067625226
TEST_0074,533.4831955075637
TEST_0075,0.0
TEST_0076,1027.4205766379712
TEST_0077,531.376118211158
TEST_0078,0.0
TEST_0079,513.8199956200597
TEST_0080,0.0
TEST_0081,553.0134614845311
TEST_0082,68.87318220896307
TEST_0083,0.0
TEST_0084,694.0839768722096
TEST_0085,1050.1402583520298
TEST_0086,1414.6074519254785
TEST_0087,620.3255844135244
TEST_0088,813.8129083202332
TEST_0089,0.0
TEST_0090,1246.1341317798644
TEST_0091,0.0
TEST_0092,609.9792127284662
TEST_0093,484.10782037103957
TEST_0094,1136.4546786517772
TEST_0095,540.2886614024972
TEST_0096,597.0889411126713
TEST_0097,515.9879486843118
TEST_0098,902.8759197432801
TEST_0099,500.0785046590052
TEST_0100,38.40297416325277
TEST_0101,430.94046310299257
TEST_0102,492.7672422906745
TEST_0103,4.60519244226148
TEST_0104,840.1015539647939
TEST_0105,0.0
TEST_0106,661.5125093306126
TEST_0107,390.7786622847467
TEST_0108,951.7195390278764
TEST_0109,453.4017027523284
TEST_0110,12.407073186094127
TEST_0111,782.4132619518871
TEST_0112,0.0
TEST_0113,1009.6532512554877
TEST_0114,524.4702046366949
TEST_0115,0.0
TEST_0116,754.9043487072446
TEST_0117,486.26230753708467
TEST_0118,691.125894251817
TEST_0119,582.4764396619797
TEST_0120,857.9297198502394
TEST_0121,755.7205031128807
TEST_0122,929.0002894644837
TEST_0123,482.9337934239488
TEST_0124,0.0
TEST_0125,856.1169293655108
TEST_0126,35.46059505947902
TEST_0127,982.0188994323402
TEST_0128,376.3170644416821
TEST_0129,1197.6822876227595
TEST_0130,698.3713986186866
TEST_0131,349.03181798271845
TEST_0132,347.81378469266076
TEST_0133,576.4448550681672
TEST_0134,782.4692170517935
TEST_0135,693.0702314615885
TEST_0136,849.5197318703816
TEST_0137,803.0996540031599
TEST_0138,0.0
TEST_0139,444.63929553869764
TEST_0140,609.8707220191598
TEST_0141,566.9142479161277
TEST_0142,582.3778962034658
