ID,Income
TEST_0000,0.0
TEST_0001,29.55768702074937
TEST_0002,345.33649746656846
TEST_0003,559.4825524715832
TEST_0004,0.0
TEST_0005,718.5265969272193
TEST_0006,361.82289103204033
TEST_0007,0.0
TEST_0008,0.426702349327142
TEST_0009,985.1725502911135
TEST_0010,732.3438710618079
TEST_0011,859.6437066275372
TEST_0012,503.98311405974
TEST_0013,764.3072792543354
TEST_0014,0.0
TEST_0015,771.495132161928
TEST_0016,716.1175644609132
TEST_0017,483.8618966227544
TEST_0018,543.8159370877953
TEST_0019,917.199954477747
TEST_0020,634.4058625237401
TEST_0021,1123.9398755649122
TEST_0022,0.0
TEST_0023,655.6103873792013
TEST_0024,0.0
TEST_0025,681.098730055043
TEST_0026,825.5964854929107
TEST_0027,910.4127659583426
TEST_0028,6.908714360539873
TEST_0029,573.1899714036272
TEST_0030,0.0
TEST_0031,785.0455783666631
TEST_0032,652.9224032955178
TEST_0033,0.0
TEST_0034,930.5323619153817
TEST_0035,0.0
TEST_0036,0.0
TEST_0037,709.6034333675977
TEST_0038,644.3232306708061
TEST_0039,0.0
TEST_0040,590.7275105271585
TEST_0041,1596.4200924097606
TEST_0042,653.5455586471282
TEST_0043,964.0321461142096
TEST_0044,809.2580781475367
TEST_0045,1001.6349008504164
TEST_0046,974.5672340988858
TEST_0047,931.4460081427511
TEST_0048,553.3559370366077
TEST_0049,0.0
TEST_0050,88.39567120366598
TEST_0051,395.4087016109872
TEST_0052,440.73597549370095
TEST_0053,673.4054404746755
TEST_0054,483.013171758677
TEST_0055,636.9340378505074
TEST_0056,664.0045890967019
TEST_0057,0.0
TEST_0058,905.0864285568339
TEST_0059,924.5156232337522
TEST_0060,505.4506416462249
TEST_0061,790.4603472349656
TEST_0062,601.5674157482329
TEST_0063,123.34174083331683
TEST_0064,609.2678125801048
TEST_0065,310.62907976684096
TEST_0066,0.0
TEST_0067,715.2314775267166
TEST_0068,820.942412045308
TEST_0069,959.1038275415187
TEST_0070,0.0
TEST_0071,719.2694248699979
TEST_0072,804.6528456668866
TEST_0073,679.3195822420937
TEST_0074,525.1846179219671
TEST_0075,0.0
TEST_0076,1003.7922531332363
TEST_0077,538.8627077019057
TEST_0078,0.0
TEST_0079,508.0002025300105
TEST_0080,0.0
TEST_0081,555.0448879813005
TEST_0082,74.45351303164429
TEST_0083,0.0
TEST_0084,696.4133134760993
TEST_0085,1041.9815094079306
TEST_0086,1424.527992416131
TEST_0087,623.7681487065919
TEST_0088,843.1579382187516
TEST_0089,0.0
TEST_0090,1259.828035293618
TEST_0091,0.0
TEST_0092,598.771013913158
TEST_0093,481.75345145047015
TEST_0094,1148.0635625311554
TEST_0095,543.7257850797299
TEST_0096,589.23862574157
TEST_0097,517.7096178956424
TEST_0098,919.54697695551
TEST_0099,503.04681647208224
TEST_0100,35.974113325151166
TEST_0101,425.9471546320783
TEST_0102,493.7513207678294
TEST_0103,0.0
TEST_0104,836.6112837051021
