ID,Income
TEST_0000,0.0
TEST_0001,9.955983118550403
TEST_0002,413.40184652808045
TEST_0003,613.0092298066244
TEST_0004,3.861380395832021
TEST_0005,731.7116438396556
TEST_0006,449.7374735774415
TEST_0007,3.8613803958324135
TEST_0008,0.0
TEST_0009,1095.857109427445
TEST_0010,909.0746094529628
TEST_0011,873.9150098402637
TEST_0012,533.0565600528882
TEST_0013,855.550161407883
TEST_0014,0.0
TEST_0015,824.9826304123565
TEST_0016,742.5570976284813
TEST_0017,575.6198217285832
TEST_0018,578.9554965753294
TEST_0019,967.1305545496916
TEST_0020,651.7476808812694
TEST_0021,1116.4903712043383
TEST_0022,0.0
TEST_0023,683.3434827800507
TEST_0024,0.0
TEST_0025,718.8379341602409
TEST_0026,832.726227433661
TEST_0027,939.9928893935479
TEST_0028,66.52236505168959
TEST_0029,577.2329151269232
TEST_0030,0.0
TEST_0031,899.3980314730004
TEST_0032,573.3185696858015
TEST_0033,5.838328241029206
TEST_0034,940.4465895622137
TEST_0035,6.241509235749218
TEST_0036,3.8613803958324304
TEST_0037,613.3196629768238
TEST_0038,709.7617477610922
TEST_0039,3.8613803958324304
TEST_0040,568.9861460676047
TEST_0041,1361.2027689891504
TEST_0042,662.5894843586949
TEST_0043,1094.7506098651384
TEST_0044,782.7429577107168
TEST_0045,1106.0432808609871
TEST_0046,989.6048474384245
TEST_0047,654.013681015861
TEST_0048,504.75261142976285
TEST_0049,0.0
TEST_0050,24.416977819155758
TEST_0051,435.7490578596353
TEST_0052,573.6771733512032
TEST_0053,752.1608249222793
TEST_0054,489.0337484263653
TEST_0055,622.5812711058217
TEST_0056,866.5861901021315
TEST_0057,0.0
TEST_0058,865.7057234592869
TEST_0059,866.9986076346307
TEST_0060,459.2819333772494
TEST_0061,860.2879220608227
TEST_0062,654.7672799437154
TEST_0063,145.52021232724172
TEST_0064,678.0675202772038
TEST_0065,335.85012006302736
TEST_0066,0.0
TEST_0067,881.6067589992315
TEST_0068,833.3219492803468
TEST_0069,1002.4950549350139
TEST_0070,0.0
TEST_0071,703.7554798590152
TEST_0072,908.6070485227892
TEST_0073,716.7677296493114
TEST_0074,467.86160172690836
TEST_0075,159.83174508420376
TEST_0076,1015.2853287554624
TEST_0077,557.6817161448122
